year	reader_i	reader_j	dyad	trt_i	trt_j	birds_i	birds_j	dist_ij	pfor_ij	count	active_days
2015	M2_C	M1_E	M1_E-M2_C	center	isolated	6	4	2.26189875989179	0.434375	0	64
2015	M2_C	M1_NE	M1_NE-M2_C	center	forest	6	0	2.01102386858038	0.75	0	64
2015	M2_C	M1_NW	M1_NW-M2_C	center	connected	6	1	1.79568594136057	0.541501976284585	0	64
2015	M2_C	M1_S	M1_S-M2_C	center	connected	6	1	1.96052288943537	0.476534296028881	0	64
2015	M2_C	M2_E	M2_C-M2_E	center	connected	6	1	0.178044938147649	0.538461538461538	3	64
2015	M2_C	M2_N	M2_C-M2_N	center	connected	6	6	0.233976494545927	0.0357142857142857	13	64
2015	M2_C	M2_S	M2_C-M2_S	center	forest	6	0	0.25649366463911	0.676470588235294	0	64
2015	M2_C	M2_W	M2_C-M2_W	center	isolated	6	1	0.222200360035712	0.363636363636364	0	64
2015	M2_E	LOM_C	LOM_C-M2_E	connected	center	1	0	4.50905666409283	0.801282051282051	0	64
2015	M2_E	LOM_N	LOM_N-M2_E	connected	forest	1	0	4.27126597158266	0.835955056179775	0	64
2015	M2_E	LOM_NE	LOM_NE-M2_E	connected	connected	1	0	4.39369241071789	0.769574944071588	0	64
2015	M2_E	LOM_SE	LOM_SE-M2_E	connected	isolated	1	0	4.69310909738949	0.742071881606765	0	64
2015	M2_E	LOM_W	LOM_W-M2_E	connected	forest	1	0	4.64756118840839	0.765873015873016	0	64
